title,url,rating,price,search_url
adidas Women's Kaptir Flow Sneaker,/adidas-Womens-Kaptir-Sneaker-White/dp/B0BTZ9P9MP/ref=sr_1_89?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-89,4.5 out of 5 stars,$59.99,https://www.amazon.com/s?k=sneakers&page=2
Reebok Women's Club C Double Geo Sneaker,/Reebok-Womens-Double-Sneaker-White/dp/B09H5CBW73/ref=sr_1_90?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-90,4.4 out of 5 stars,$82.50,https://www.amazon.com/s?k=sneakers&page=2
Hey Dude Women's Karina Shoes Multiple Colors,/Hey-Dude-Sneakers-Comfortable-Light-Weight/dp/B0CJXFQ1QX/ref=sr_1_91?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-91,4.6 out of 5 stars,$43.87,https://www.amazon.com/s?k=sneakers&page=2
Skechers Women's Summits Quick Getaway Sneaker,/Skechers-Summit-Quick-Getaway-Light/dp/B07H5ZSFKV/ref=sr_1_92?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-92,4.5 out of 5 stars,$40.00,https://www.amazon.com/s?k=sneakers&page=2
Keds Women's Center Iii Lace Up Sneaker,/Keds-Womens-Center-Sneaker-White/dp/B09ZVSN8R3/ref=sr_1_93?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-93,4.5 out of 5 stars,$47.32,https://www.amazon.com/s?k=sneakers&page=2
Skechers Women's Bobs D'vine-Instant Delight Sneaker,/Skechers-DVine-Instant-Delight-Sneaker-Natural/dp/B0C6CB358J/ref=sr_1_94?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-94,4.7 out of 5 stars,$43.17,https://www.amazon.com/s?k=sneakers&page=2
Blowfish Womens Play Sneaker,/Blowfish-Malibu-Womens-Sneaker-Smoked/dp/B07NYT2TL5/ref=sr_1_95?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-95,4.6 out of 5 stars,$27.66,https://www.amazon.com/s?k=sneakers&page=2
Lugz Women's Clipper Classic Slip-on Fashion Sneaker,/Lugz-Womens-Clipper-Fashion-Sneaker/dp/B09MXDK6ZS/ref=sr_1_96?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-96,4.2 out of 5 stars,$23.97,https://www.amazon.com/s?k=sneakers&page=2
ASICS Men's Gel-Contend 8 Running Shoes,/ASICS-Gel-Contend-Running-Shoes-Black/dp/B09V7MMX3K/ref=sr_1_97?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-97,4.6 out of 5 stars,$54.95,https://www.amazon.com/s?k=sneakers&page=2
PUMA Men's Club 5v5,/PUMA-Mens-Sneaker-White-Black-Vapor/dp/B0CL7MKRJK/ref=sr_1_98?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-98,3.8 out of 5 stars,$63.28,https://www.amazon.com/s?k=sneakers&page=2
Nautica Women Fashion Sneaker Lace-Up Tennis Casual Shoes for Ladies,/Nautica-Lace-Up-Fashion-Sneaker-Shoes-Aelisa-White/dp/B09TQ2MV9H/ref=sr_1_99?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-99,4.3 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=2
Under Armour Boys' Pre School Assert 10 Alternate Closure,/Under-Armour-School-Alternate-Closure/dp/B0CJSWRTHG/ref=sr_1_100?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-100,4.6 out of 5 stars,$41.25,https://www.amazon.com/s?k=sneakers&page=2
Dolce Vita Women's Notice Sneaker,/Dolce-Vita-Womens-Notice-Sneaker/dp/B0CPQ35M73/ref=sr_1_101?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-101,4.0 out of 5 stars,$135.00,https://www.amazon.com/s?k=sneakers&page=2
adidas Women's Qt Racer 2.0 Running Shoe,/adidas-Womens-Racer-Running-Metallic/dp/B08JMCMTDY/ref=sr_1_102?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-102,4.4 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=2
TRETORN Women's Hopper Sneaker,/TRETORN-Womens-Hopper-Sneaker-White/dp/B0CL1BTB6L/ref=sr_1_103?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-103,5.0 out of 5 stars,$49.99,https://www.amazon.com/s?k=sneakers&page=2
Skechers Women's Hands Free Slip-Ins Skip Cute - B Cute Sweet Sneaker,/Skechers-Womens-Hands-Free-Slip-Ins/dp/B0CLC1BJKV/ref=sr_1_104?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-104,4.6 out of 5 stars,$60.00,https://www.amazon.com/s?k=sneakers&page=2
Blowfish Womens Marley Slip On Sneaker,/Blowfish-Malibu-Womens-Marley-Sneaker/dp/B08QZF967G/ref=sr_1_105?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-105,4.6 out of 5 stars,$26.12,https://www.amazon.com/s?k=sneakers&page=2
Adidas Swift Run 22 Shoes,/adidas-Originals-Swift-Sneaker-Altered/dp/B09HGGW56H/ref=sr_1_106?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-106,4.3 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=2
Blowfish Malibu Women's Aztek Sneaker,/Blowfish-Malibu-Womens-Sneaker-Baltic/dp/B0CDJN1H6G/ref=sr_1_107?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-107,4.7 out of 5 stars,$29.99,https://www.amazon.com/s?k=sneakers&page=2
Nautica Women's Fashion Sneaker Lace-Up Jogger Running Shoe Casual Walking Tennis Sneaker,/Nautica-Women-Comfort-Lace-Up-Sneaker/dp/B0BTFCWTN3/ref=sr_1_108?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-108,4.4 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=2
